recolhas,zmax,fracao_no_teto,dentro,agentes_dentro,travessias,travessias_teto,agentes_atravessam,agentes_presos,campanha,algo,cenario,run,modelo,sha1,seed,erro
92,0.97,0.0,0,0,0,0,0,0,mega_A2,GNN,cooperative_door_bypass,7.0,results/mega_1mes/mega_A_fase2/models/gnn_3d_best_cooperative_door_bypass_run7.pth,14b9b72be709,2026,
68,10.19,0.0,0,0,0,0,0,0,mega_A5,GNN,none,,results/mega_1mes/mega_A_fase5/models/gnn_3d_best.pth,8803b2cbf7f2,2024,
71,11.41,0.0,0,0,0,0,0,0,mega_A5,GNN,none,,results/mega_1mes/mega_A_fase5/models/gnn_3d_best.pth,8803b2cbf7f2,2025,
71,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,,results/mega_1mes/mega_A_fase5/models/gnn_3d_best.pth,8803b2cbf7f2,2026,
60,10.18,0.0,0,0,0,0,0,0,mega_A5,GNN,none,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run1.pth,c8f26293554b,2024,
63,11.41,0.0,0,0,0,0,0,0,mega_A5,GNN,none,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run1.pth,c8f26293554b,2025,
64,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run1.pth,c8f26293554b,2026,
69,10.18,0.0,0,0,0,0,0,0,mega_A5,GNN,none,10.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run10.pth,a325d7f620fd,2024,
63,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,10.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run10.pth,a325d7f620fd,2025,
64,11.04,0.0,0,0,0,0,0,0,mega_A5,GNN,none,10.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run10.pth,a325d7f620fd,2026,
60,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,11.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run11.pth,2886a6a56367,2024,
63,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,11.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run11.pth,2886a6a56367,2025,
62,11.08,0.0,0,0,0,0,0,0,mega_A5,GNN,none,11.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run11.pth,2886a6a56367,2026,
72,10.19,0.0,0,0,0,0,0,0,mega_A5,GNN,none,12.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run12.pth,a906f1fbb7af,2024,
63,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,12.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run12.pth,a906f1fbb7af,2025,
66,11.09,0.0,0,0,0,0,0,0,mega_A5,GNN,none,12.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run12.pth,a906f1fbb7af,2026,
10,13.05,0.0,0,0,0,0,0,0,mega_A5,GNN,none,13.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run13.pth,dcd05472105f,2024,
13,12.86,0.0,0,0,0,0,0,0,mega_A5,GNN,none,13.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run13.pth,dcd05472105f,2025,
9,14.14,0.024,0,0,0,0,0,0,mega_A5,GNN,none,13.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run13.pth,dcd05472105f,2026,
64,10.19,0.0,0,0,0,0,0,0,mega_A5,GNN,none,14.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run14.pth,16e7ecfe5258,2024,
64,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,14.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run14.pth,16e7ecfe5258,2025,
64,11.08,0.0,0,0,0,0,0,0,mega_A5,GNN,none,14.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run14.pth,16e7ecfe5258,2026,
66,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,15.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run15.pth,617ce876844f,2024,
63,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,15.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run15.pth,617ce876844f,2025,
66,11.31,0.0,0,0,0,0,0,0,mega_A5,GNN,none,15.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run15.pth,617ce876844f,2026,
72,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,16.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run16.pth,171f57546a88,2024,
62,10.62,0.0,0,0,0,0,0,0,mega_A5,GNN,none,16.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run16.pth,171f57546a88,2025,
65,11.27,0.0,0,0,0,0,0,0,mega_A5,GNN,none,16.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run16.pth,171f57546a88,2026,
62,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,17.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run17.pth,a7d442852d97,2024,
65,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,17.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run17.pth,a7d442852d97,2025,
66,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,17.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run17.pth,a7d442852d97,2026,
66,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,18.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run18.pth,be672fc296ac,2024,
63,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,18.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run18.pth,be672fc296ac,2025,
69,10.7,0.0,0,0,0,0,0,0,mega_A5,GNN,none,18.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run18.pth,be672fc296ac,2026,
66,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,19.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run19.pth,bde80d864f65,2024,
64,10.49,0.0,0,0,0,0,0,0,mega_A5,GNN,none,19.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run19.pth,bde80d864f65,2025,
72,11.1,0.0,0,0,0,0,0,0,mega_A5,GNN,none,19.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run19.pth,bde80d864f65,2026,
59,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,2.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run2.pth,15a8bcbf9e24,2024,
64,10.62,0.0,0,0,0,0,0,0,mega_A5,GNN,none,2.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run2.pth,15a8bcbf9e24,2025,
65,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,2.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run2.pth,15a8bcbf9e24,2026,
62,10.18,0.0,0,0,0,0,0,0,mega_A5,GNN,none,20.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run20.pth,1a4e4832d92a,2024,
69,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,20.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run20.pth,1a4e4832d92a,2025,
75,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,20.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run20.pth,1a4e4832d92a,2026,
57,12.22,0.0,0,0,0,0,0,0,mega_A5,GNN,none,21.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run21.pth,ffa0a36ca74e,2024,
51,10.92,0.0,0,0,0,0,0,0,mega_A5,GNN,none,21.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run21.pth,ffa0a36ca74e,2025,
57,11.08,0.0,0,0,0,0,0,0,mega_A5,GNN,none,21.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run21.pth,ffa0a36ca74e,2026,
13,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,3.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run3.pth,526da019ee6f,2024,
14,11.41,0.0,0,0,0,0,0,0,mega_A5,GNN,none,3.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run3.pth,526da019ee6f,2025,
17,11.08,0.0,0,0,0,0,0,0,mega_A5,GNN,none,3.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run3.pth,526da019ee6f,2026,
86,2.0,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall.pth,50a8b3b50f8e,2024,
79,1.11,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall.pth,50a8b3b50f8e,2025,
82,3.63,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall.pth,50a8b3b50f8e,2026,
54,6.28,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run1.pth,7d1c0657dcd5,2024,
54,1.44,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run1.pth,7d1c0657dcd5,2025,
52,3.69,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run1.pth,7d1c0657dcd5,2026,
69,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,5.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run5.pth,e0a182197560,2024,
67,11.63,0.0,0,0,0,0,0,0,mega_A5,GNN,none,5.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run5.pth,e0a182197560,2025,
65,10.6,0.0,0,0,0,0,0,0,mega_A5,GNN,none,5.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run5.pth,e0a182197560,2026,
66,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,4.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run4.pth,1558d14338c9,2024,
64,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,4.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run4.pth,1558d14338c9,2025,
66,11.25,0.0,0,0,0,0,0,0,mega_A5,GNN,none,4.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run4.pth,1558d14338c9,2026,
64,11.17,0.0,0,0,0,0,0,0,mega_A5,GNN,none,6.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run6.pth,398935eab201,2024,
70,11.51,0.0,0,0,0,0,0,0,mega_A5,GNN,none,6.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run6.pth,398935eab201,2025,
60,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,6.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run6.pth,398935eab201,2026,
0,8.57,0.0,0,0,0,0,0,0,mega_A5,GNN,none,7.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run7.pth,dcfe7b481ec4,2024,
0,8.53,0.0,0,0,0,0,0,0,mega_A5,GNN,none,7.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run7.pth,dcfe7b481ec4,2025,
1,9.01,0.0,0,0,0,0,0,0,mega_A5,GNN,none,7.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run7.pth,dcfe7b481ec4,2026,
58,10.18,0.0,0,0,0,0,0,0,mega_A5,GNN,none,8.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run8.pth,f0da5ac90e6f,2024,
58,11.41,0.0,0,0,0,0,0,0,mega_A5,GNN,none,8.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run8.pth,f0da5ac90e6f,2025,
59,11.08,0.0,0,0,0,0,0,0,mega_A5,GNN,none,8.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run8.pth,f0da5ac90e6f,2026,
68,10.19,0.0,0,0,0,0,0,0,mega_A5,GNN,none,9.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run9.pth,9a4ad6b7e43c,2024,
71,11.41,0.0,0,0,0,0,0,0,mega_A5,GNN,none,9.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run9.pth,9a4ad6b7e43c,2025,
71,11.21,0.0,0,0,0,0,0,0,mega_A5,GNN,none,9.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_run9.pth,9a4ad6b7e43c,2026,
66,2.32,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,10.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run10.pth,882023087f62,2024,
61,9.88,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,10.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run10.pth,882023087f62,2025,
61,13.24,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,10.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run10.pth,882023087f62,2026,
51,2.8,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,11.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run11.pth,578a05746182,2024,
53,1.73,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,11.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run11.pth,578a05746182,2025,
49,2.38,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,11.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run11.pth,578a05746182,2026,
57,3.48,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,12.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run12.pth,5909ea96b4a1,2024,
49,6.4,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,12.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run12.pth,5909ea96b4a1,2025,
51,4.14,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,12.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run12.pth,5909ea96b4a1,2026,
83,1.79,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,14.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run14.pth,82aef25d5c42,2024,
80,1.6,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,14.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run14.pth,82aef25d5c42,2025,
78,1.73,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,14.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run14.pth,82aef25d5c42,2026,
56,3.46,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,13.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run13.pth,002de8f44e5e,2024,
51,4.45,0.0,14,1,1,0,1,0,mega_A5,GNN,u_wall,13.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run13.pth,002de8f44e5e,2025,
49,7.26,0.0,3,1,0,0,0,1,mega_A5,GNN,u_wall,13.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run13.pth,002de8f44e5e,2026,
0,5.43,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,15.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run15.pth,f279f938c43c,2024,
0,6.32,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,15.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run15.pth,f279f938c43c,2025,
0,6.81,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,15.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run15.pth,f279f938c43c,2026,
63,2.93,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,16.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run16.pth,35cad3e1c492,2024,
60,2.44,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,16.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run16.pth,35cad3e1c492,2025,
60,2.43,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,16.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run16.pth,35cad3e1c492,2026,
45,10.86,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,17.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run17.pth,b5bd9a9acde1,2024,
42,14.55,0.614,0,0,0,0,0,0,mega_A5,GNN,u_wall,17.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run17.pth,b5bd9a9acde1,2025,
40,14.53,0.59,4,1,0,0,0,1,mega_A5,GNN,u_wall,17.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run17.pth,b5bd9a9acde1,2026,
0,-0.0,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,18.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run18.pth,afa1e35b5a19,2024,
0,-0.0,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,18.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run18.pth,afa1e35b5a19,2025,
0,-0.0,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,18.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run18.pth,afa1e35b5a19,2026,
0,7.66,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,19.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run19.pth,23eee9cb2387,2024,
0,7.14,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,19.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run19.pth,23eee9cb2387,2025,
0,6.82,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,19.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run19.pth,23eee9cb2387,2026,
82,1.91,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,2.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run2.pth,d7b6a44e9aac,2024,
85,1.39,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,2.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run2.pth,d7b6a44e9aac,2025,
78,1.53,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,2.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run2.pth,d7b6a44e9aac,2026,
79,11.58,0.0,3,1,0,0,0,1,mega_A5,GNN,u_wall,20.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run20.pth,860ac93263cc,2024,
81,3.39,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,20.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run20.pth,860ac93263cc,2025,
76,3.18,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,20.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run20.pth,860ac93263cc,2026,
55,0.0,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,21.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run21.pth,54126a7d321e,2024,
56,0.43,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,21.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run21.pth,54126a7d321e,2025,
53,0.2,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,21.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run21.pth,54126a7d321e,2026,
0,1.26,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,22.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run22.pth,167ad5dabbf9,2024,
0,2.0,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,22.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run22.pth,167ad5dabbf9,2025,
0,1.81,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,22.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run22.pth,167ad5dabbf9,2026,
49,3.94,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,23.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run23.pth,e69fa437c039,2024,
44,4.5,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,23.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run23.pth,e69fa437c039,2025,
42,4.43,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,23.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run23.pth,e69fa437c039,2026,
0,2.93,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,24.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run24.pth,b37da2075fd0,2024,
0,3.74,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,24.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run24.pth,b37da2075fd0,2025,
0,2.96,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,24.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run24.pth,b37da2075fd0,2026,
74,1.9,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,25.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run25.pth,f14afc09e679,2024,
64,2.02,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,25.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run25.pth,f14afc09e679,2025,
67,1.87,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,25.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run25.pth,f14afc09e679,2026,
0,3.55,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,26.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run26.pth,745b7c5a1d7e,2024,
0,5.17,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,26.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run26.pth,745b7c5a1d7e,2025,
0,4.41,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,26.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run26.pth,745b7c5a1d7e,2026,
86,2.0,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,27.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run27.pth,f75bc03dcc4a,2024,
79,1.11,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,27.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run27.pth,f75bc03dcc4a,2025,
82,3.63,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,27.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run27.pth,f75bc03dcc4a,2026,
0,1.7,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,28.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run28.pth,25cbae783f64,2024,
0,0.68,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,28.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run28.pth,25cbae783f64,2025,
0,1.12,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,28.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run28.pth,25cbae783f64,2026,
0,3.02,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,3.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run3.pth,e50ef7ec2fea,2024,
0,2.83,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,3.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run3.pth,e50ef7ec2fea,2025,
0,2.09,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,3.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run3.pth,e50ef7ec2fea,2026,
0,11.02,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,4.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run4.pth,671ae40893be,2024,
0,10.97,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,4.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run4.pth,671ae40893be,2025,
0,11.16,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,4.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run4.pth,671ae40893be,2026,
0,0.53,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,5.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run5.pth,0235ca14a648,2024,
0,0.8,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,5.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run5.pth,0235ca14a648,2025,
0,0.9,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,5.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run5.pth,0235ca14a648,2026,
0,2.17,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,6.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run6.pth,d407fdb15de9,2024,
0,1.52,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,6.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run6.pth,d407fdb15de9,2025,
0,3.77,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,6.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run6.pth,d407fdb15de9,2026,
45,10.27,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,7.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run7.pth,364507836afa,2024,
50,3.21,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,7.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run7.pth,364507836afa,2025,
45,8.39,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,7.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run7.pth,364507836afa,2026,
0,-0.12,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,8.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run8.pth,c2f7e0d8d4d9,2024,
0,-0.12,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,8.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run8.pth,c2f7e0d8d4d9,2025,
0,-0.13,0.0,0,0,0,0,0,0,mega_A5,GNN,u_wall,8.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_u_wall_run8.pth,c2f7e0d8d4d9,2026,
140,1.1,0.0,0,0,0,0,0,0,mega_A5,GNN,bottleneck,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_bottleneck_run1.pth,8a69017fd2a5,2024,
132,1.18,0.0,0,0,0,0,0,0,mega_A5,GNN,bottleneck,1.0,results/mega_1mes/mega_A_fase5/models/gnn_3d_best_bottleneck_run1.pth,8a69017fd2a5,2025,
